Product_1,Product_2,product_3,Product_4,Product_5,Product_6,Product_7,Product_8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5178571428571429,0.0,0.0,1.0714285714285714,0.5416666666666666,0.0,0.5595238095238095,1.0654761904761905
1.0357142857142858,0.0,0.0,2.142857142857143,1.0833333333333333,0.0,1.119047619047619,2.130952380952381
1.5535714285714288,0.0,0.0,3.2142857142857144,1.625,0.0,1.6785714285714286,3.196428571428571
2.0714285714285716,0.0,0.0,4.285714285714286,2.1666666666666665,0.0,2.238095238095238,4.261904761904762
2.5892857142857144,0.0,0.0,5.357142857142857,2.708333333333333,0.0,2.7976190476190474,5.3273809523809526
3.1071428571428577,0.0,0.0,6.428571428571429,3.25,0.0,3.357142857142857,6.392857142857142
3.6250000000000004,0.0,0.0,7.5,3.7916666666666665,0.0,3.916666666666667,7.458333333333333
4.142857142857143,0.0,0.0,8.571428571428571,4.333333333333333,0.0,4.476190476190476,8.523809523809524
4.6607142857142865,0.0,0.0,9.642857142857142,4.875,0.0,5.035714285714286,9.589285714285714
5.178571428571429,0.0,0.0,10.714285714285714,5.416666666666666,0.0,5.595238095238095,10.654761904761905
5.696428571428572,0.0,0.0,11.785714285714285,5.958333333333333,0.0,6.154761904761905,11.720238095238095
6.214285714285715,0.0,0.0,12.857142857142858,6.5,0.0,6.714285714285714,12.785714285714285
6.732142857142858,0.0,0.0,13.928571428571429,7.041666666666666,0.0,7.273809523809524,13.851190476190476
7.250000000000001,0.0,0.0,15.0,7.583333333333333,0.0,7.833333333333334,14.916666666666666
7.767857142857143,0.0,0.0,16.07142857142857,8.125,0.0,8.392857142857142,15.982142857142858
8.285714285714286,0.0,0.0,17.142857142857142,8.666666666666666,0.0,8.952380952380953,17.047619047619047
8.803571428571429,0.0,0.0,18.214285714285715,9.208333333333332,0.0,9.511904761904763,18.113095238095237
9.321428571428573,0.0,0.0,19.285714285714285,9.75,0.0,10.071428571428571,19.178571428571427
9.839285714285715,0.0,0.0,20.357142857142858,10.291666666666666,0.0,10.630952380952381,20.24404761904762
10.357142857142858,0.0,0.0,21.428571428571427,10.833333333333332,0.0,11.19047619047619,21.30952380952381
10.875000000000002,0.0,0.0,22.5,11.375,0.0,11.75,22.375
11.392857142857144,0.0,0.0,23.57142857142857,11.916666666666666,0.0,12.30952380952381,23.44047619047619
11.910714285714286,0.0,0.0,24.642857142857142,12.458333333333332,0.0,12.869047619047619,24.50595238095238
12.42857142857143,0.0,0.0,25.714285714285715,13.0,0.0,13.428571428571429,25.57142857142857
12.946428571428573,0.0,0.0,26.785714285714285,13.541666666666666,0.0,13.988095238095239,26.636904761904763
13.464285714285715,0.0,0.0,27.857142857142858,14.083333333333332,0.0,14.547619047619047,27.702380952380953
13.982142857142858,0.0,0.0,28.928571428571427,14.624999999999998,0.0,15.107142857142858,28.767857142857142
14.500000000000002,0.0,0.0,30.0,15.166666666666666,0.0,15.666666666666668,29.833333333333332
15.017857142857144,0.0,0.0,31.07142857142857,15.708333333333332,0.0,16.226190476190478,30.898809523809522
15.535714285714286,0.0,0.0,32.14285714285714,16.25,0.0,16.785714285714285,31.964285714285715
16.05357142857143,0.0,0.0,33.214285714285715,16.791666666666664,0.0,17.345238095238095,33.029761904761905
16.571428571428573,0.0,0.0,34.285714285714285,17.333333333333332,0.0,17.904761904761905,34.095238095238095
17.089285714285715,0.0,0.0,35.357142857142854,17.875,0.0,18.464285714285715,35.160714285714285
17.607142857142858,0.0,0.0,36.42857142857143,18.416666666666664,0.0,19.023809523809526,36.226190476190474
18.125,0.0,0.0,37.5,18.958333333333332,0.0,19.583333333333332,37.291666666666664
18.642857142857146,0.0,0.0,38.57142857142857,19.5,0.0,20.142857142857142,38.357142857142854
19.16071428571429,0.0,0.0,39.64285714285714,20.041666666666664,0.0,20.702380952380953,39.422619047619044
19.67857142857143,0.0,0.0,40.714285714285715,20.583333333333332,0.0,21.261904761904763,40.48809523809524
20.196428571428573,0.0,0.0,41.785714285714285,21.125,0.0,21.821428571428573,41.55357142857143
